customer_id,age_group,gender,country,customer_segment,account_type,transaction_id,transaction_date,transaction_amount,transaction_type,channel,merchant_category,fraud_flag,credit_score,risk_rating,complaint_count,mobile_app_usage,internet_banking_usage,login_frequency,income_band,loan_balance,deposit_balance,repayment_status,branch_code,transaction_status,processing_time
CUST01129,36-45,F,Uganda,,Wallet,TXN000417,24/12/2024,5396.17,Deposit,Mobile App,Travel,No,999,Med,-1,Yes,TRUE,44,<50k,,436470.99,N/A,BR002,Completed,
CUST01282,,F,Tanzania,Retail,Savings,TXN000531,08/07/2024,658.1,Withdrawal,atm,,0,,Medium,-1,,FALSE,9999,50k-150k,308148.32,72942.2,Late,BR003,Completed,-2
CUST01415,46-55,female,Uganda,SME,Fixed Deposit,TXN000382,19/05/2024,2037.4,deposit,atm,Healthcare,0,999,Medium,0,1,FALSE,,500k-1M,402190.12,546656.95,N/A,BR001,Failed,
CUST01052,46-55,female,TZ,,Wallet,TXN000102,02/04/2024,8514.16,Withdrawal,Mobile App,,1,,Med,3,1,Yes,9999,500k-1M,,577945.62,Default,BR004,Pending,
CUST01298,36-45,,Uganda,SME,Fixed Deposit,TXN000524,08/26/2024,3280.89,Withdrawal,Branch,Misc,0,999,low,,0,FALSE,,500k-1M,29996.99,90202.07,N/A,BR002,Completed,5.36
CUST01074,46-55,M,RSA,,Savings,TXN000035,08/10/2024,3338.18,deposit,Internet Banking,Utilities,1,,low,3,,FALSE,9999,150k-500k,-1000,114494.18,current,BR003,Reversed,-2
CUST01057,26-35,,GHANA,Retail,Wallet,TXN000222,08/02/2024,2752.76,deposit,atm,,,344,HIGH,1,No,FALSE,,150k-500k,,34653.99,N/A,BR002,Pending,
CUST01284,56-65,,Rwanda,Student,Fixed Deposit,TXN000282,18/12/2024,4.01,Airtime,Mobile App,Retail,0,,Low,0,N,TRUE,,500k-1M,,799393.5,LATE,BR001,Failed,
CUST01015,26-35,male,EGYPT,,CURRENT,TXN000520,08/13/2024,7898.16,deposit,POS,Fuel,,1500,HIGH,,N,Yes,24,500k-1M,481384.13,379897.43,Current,BR003,Pending,4.4
CUST01168,,male,Uganda,,Savings,TXN000034,10/12/2024,3942.55,Deposit,ATM,Restaurants,0,-50,Low,3,Yes,No,9999,150k-500k,460464.55,597413.09,Default,BR003,Reversed,3.53
CUST01104,18-25,M,Rwanda,,savings,TXN000566,04/03/2024,3062.71,Transfer,Branch,,Yes,-50,Low,,No,No,47,<50k,109235.23,29292.69,Default,br007,completed,600
CUST01227,56-65,male,Uganda,Student,Savings,TXN000133,16/02/2024,3169.95,Withdrawal,Branch,Retail,0,,HIGH,1,N,Yes,9999,50k-150k,-1000,560581.08,Default,BR-006,Reversed,3.41
CUST01060,65+,female,Ghana,Corporate,Fixed Deposit,TXN000341,18/12/2024,186.74,Transfer,Internet Banking,Travel,0,,HIGH,0,Y,Yes,41,150k-500k,494768.13,427675.94,Default,BR001,Completed,-2
CUST01002,65+,,Uganda,Student,Savings,TXN000149,09/15/2024,1453.6,deposit,Mobile App,Retail,No,,Med,,,,9,<50k,-1000,667798.69,Default,BR001,Failed,
CUST01251,18-25,Male,TZ,SME,CURRENT,TXN000338,02/02/2024,1451670,Airtime,Branch,Fuel,0,-50,Med,1,Y,TRUE,9999,500k-1M,,190601.78,Current,BR001,completed,600
CUST01337,26-35,male,Tanzania,,Fixed Deposit,TXN000485,14/01/2024,17397.62,WITHDRAWAL,mobile app,Travel,0,1500,High,0,No,,9999,50k-150k,,544316.58,N/A,BR003,completed,-2
CUST01003,65+,female,GHANA,,savings,TXN000569,09/19/2024,143.05,Airtime,POS,Education,1,730,Medium,-1,No,No,4,>1M,,183405.7,current,BR-006,completed,-2
CUST01281,18-25,male,Rwanda,Corporate,Wallet,TXN000335,2024-13-45,1571.5,Payment,atm,Retail,No,-50,High,0,Yes,Yes,50,500k-1M,,400000.75,Current,br007,Reversed,
CUST01139,56-65,Male,Rwanda,SME,Wallet,TXN000029,09/08/2024,,Withdrawal,mobile app,Misc,0,999,low,0,Yes,No,9999,<50k,293561.47,799657.93,N/A,BR003,Reversed,-2
CUST01388,56-65,female,NIGERIA,SME,CURRENT,TXN000272,07/11/2024,-9312.07,Airtime,atm,Restaurants,No,999,Med,2,0,,,500k-1M,,727384.68,Late,BR003,Completed,-2
CUST01119,36-45,M,Egypt,,CURRENT,TXN000296,23/04/2024,"NGN 1,779.48",Airtime,Internet Banking,Healthcare,1,-50,High,-1,Y,No,6,<50k,35674.34,436820.85,Default,BR003,Pending,-2
CUST01078,46-55,F,nigeria,,Fixed Deposit,TXN000120,13/09/2024,NGN 15.29,Withdrawal,POS,Travel,1,,High,0,No,No,,50k-150k,,675015.26,N/A,BR001,Pending,600
CUST01188,,,Uganda,Retail,Current,TXN000577,24/04/2024,439.67,deposit,POS,Restaurants,Yes,557,HIGH,-1,Yes,FALSE,9999,,,756913.37,Late,BR003,Failed,-2
CUST01055,,Female,EGYPT,Student,Fixed Deposit,TXN000565,18/07/2024,1156.96,Deposit,Mobile App,Utilities,,1500,HIGH,0,N,FALSE,39,50k-150k,,36642.75,Late,BR004,Completed,600
CUST01079,,F,Tanzania,,Current,TXN000175,12/07/2024,1143.92,deposit,Internet Banking,Retail,0,646,Low,1,0,No,9999,500k-1M,395733.12,390274.31,LATE,BR004,completed,-2
CUST01305,36-45,F,Uganda,Retail,CURRENT,TXN000015,10/11/2024,5215.84,deposit,Mobile App,Retail,No,823,HIGH,3,No,TRUE,9999,150k-500k,-1000,740460.13,LATE,BR004,Pending,
CUST01064,65+,Female,Ghana,Affluent,CURRENT,TXN000548,13/03/2024,1327.79,Withdrawal,POS,Utilities,0,-50,Low,,N,FALSE,26,<50k,-1000,754062.98,Default,BR004,Failed,-2
CUST01148,46-55,,Uganda,Affluent,Current,TXN000356,11/02/2024,3377.12,Transfer,atm,Fuel,Yes,1500,Med,,Yes,TRUE,,,,87295.24,N/A,BR001,Pending,1.52
CUST01135,56-65,female,Rwanda,Student,CURRENT,TXN000542,11/11/2024,989.2,Airtime,Internet Banking,Misc,1,1500,Med,0,0,FALSE,,,,680475.06,current,BR005,Pending,-2
CUST01082,46-55,M,Kenya,,CURRENT,TXN000418,20/06/2024,879.43,Transfer,Internet Banking,Telecom,No,416,High,2,No,,31,>1M,-1000,334517.87,LATE,BR002,completed,0.17
CUST01339,,,Uganda,Retail,CURRENT,TXN000599,12/02/2024,2831.92,Withdrawal,Branch,Healthcare,,999,low,-1,0,,9999,500k-1M,-1000,67211.3,N/A,BR004,Failed,600
CUST01132,56-65,Female,Ghana,,Current,TXN000236,25/10/2024,631.94,Withdrawal,POS,Restaurants,0,999,Med,0,Y,TRUE,9999,150k-500k,,38971.92,Default,BR-006,Pending,2.4
CUST01327,26-35,F,Kenya,Student,Fixed Deposit,TXN000001,25/01/2024,5412.22,WITHDRAWAL,Internet Banking,Travel,1,442,High,3,N,Yes,1,150k-500k,-1000,481614.98,Late,BR002,Pending,600
CUST01228,65+,,Ghana,Student,Savings,TXN000113,2024-13-45,3808.78,Payment,atm,Restaurants,No,1500,HIGH,3,N,Yes,,>1M,,159566.25,Default,BR004,Pending,
CUST01220,46-55,female,Nigeria,,Fixed Deposit,TXN000552,07/11/2024,6485.86,Deposit,mobile app,Utilities,0,726,High,-1,1,Yes,9999,,-1000,441887.4,Late,BR004,Completed,
CUST01082,65+,male,Uganda,,Fixed Deposit,TXN000155,15-Apr-24,1117.11,Airtime,atm,Education,0,,Medium,3,No,Yes,,50k-150k,-1000,766590.67,N/A,BR005,Failed,4.83
CUST01290,56-65,Female,Ghana,SME,Fixed Deposit,TXN000115,02/06/2024,7248.59,Deposit,Internet Banking,,0,-50,Med,0,N,Yes,5,50k-150k,116311.68,15942.39,Current,br007,completed,-2
CUST01071,26-35,Male,KENYA,Retail,savings,TXN000232,22/11/2024,100.43,Deposit,mobile app,Fuel,,1500,low,0,Y,Yes,9999,150k-500k,-1000,177715.09,current,BR005,completed,-2
CUST01287,,Male,Tanzania,SME,CURRENT,TXN000426,24/02/2024,1670.87,Withdrawal,USSD,Misc,Yes,-50,Med,0,Yes,Yes,9999,50k-150k,,472918.82,LATE,br007,Failed,
CUST01420,46-55,Male,South Africa,SME,Current,TXN000305,06/06/2024,996.76,Deposit,mobile app,Misc,0,,High,2,1,Yes,,<50k,-1000,151638.03,N/A,BR002,Reversed,600
CUST01327,26-35,F,Kenya,Student,Fixed Deposit,TXN000001,25/01/2024,5412.22,WITHDRAWAL,Internet Banking,Travel,1,442,High,3,N,Yes,1,150k-500k,-1000,481614.98,Late,BR002,Pending,600
CUST01018,26-35,,Rwanda,Corporate,Current,TXN000259,17/12/2024,714.38,WITHDRAWAL,USSD,,0,1500,Med,2,Y,,,>1M,-1000,693503.44,Late,BR005,Completed,1.08
CUST01035,65+,Female,South Africa,SME,Wallet,TXN000309,10/04/2024,4024.5,Transfer,atm,Misc,1,,Medium,0,1,,53,150k-500k,118155.06,340991.85,N/A,BR001,Pending,
CUST01356,,Female,EGYPT,Student,savings,TXN000557,12/02/2024,28949.18,Deposit,Mobile App,Retail,,721,High,0,N,TRUE,,150k-500k,203435.44,785003.09,Current,BR002,completed,2.69
CUST01178,65+,Female,Uganda,Student,Current,TXN000322,10/08/2024,298.13,Withdrawal,Branch,Fuel,No,,Med,0,No,TRUE,9999,50k-150k,432927.72,679847.78,LATE,BR-006,Completed,600
CUST01343,36-45,F,RSA,Affluent,Wallet,TXN000147,11/07/2024,7223.39,Deposit,mobile app,Misc,0,745,Low,0,N,TRUE,2,>1M,36624.01,635371.83,Current,BR-006,completed,
CUST01122,26-35,female,NIGERIA,,CURRENT,TXN000006,13/05/2024,8415.25,deposit,POS,Education,1,1500,HIGH,-1,1,No,9999,500k-1M,-1000,132101.57,Current,BR002,Failed,600
CUST01087,46-55,Female,Tanzania,,Wallet,TXN000064,23/02/2024,,Deposit,Internet Banking,Education,0,-50,low,,No,,9999,500k-1M,,711197.51,N/A,BR002,Pending,-2
CUST01351,,female,Egypt,,Current,TXN000075,25/11/2024,4072.31,Airtime,Mobile App,Healthcare,0,-50,low,0,No,FALSE,,>1M,-1000,298899.87,LATE,BR003,Completed,600
CUST01042,18-25,male,Tanzania,Corporate,Savings,TXN000101,2024-13-45,212.71,Withdrawal,atm,Utilities,1,1500,Medium,,Yes,Yes,,500k-1M,-1000,180952.69,Current,BR-006,Completed,5.47
CUST01231,18-25,M,South Africa,Student,Current,TXN000042,20/05/2024,5196.7,deposit,POS,Travel,Yes,999,HIGH,,Yes,Yes,,>1M,213136.81,392215.08,Default,BR004,completed,7.29
CUST01129,65+,Female,nigeria,SME,Savings,TXN000057,02/08/2024,6214.5,Transfer,Branch,Groceries,,-50,Medium,0,Yes,TRUE,,<50k,406754.43,664306.93,Default,BR003,completed,600
CUST01235,36-45,M,Egypt,,Fixed Deposit,TXN000127,05/21/2024,2514.67,deposit,USSD,Fuel,1,-50,Medium,0,1,TRUE,9999,>1M,,238780.74,Late,BR001,completed,0.95
CUST01195,36-45,male,Nigria,Student,Wallet,TXN000014,11/09/2024,1006.35,Deposit,Mobile App,Retail,0,999,Medium,-1,,No,14,>1M,,262609.56,Default,BR001,Completed,-2
CUST01097,56-65,M,EGYPT,Affluent,Current,TXN000474,02/28/2024,5655,deposit,USSD,,1,-50,HIGH,0,Yes,Yes,9999,<50k,-1000,323709.67,Default,BR002,Reversed,-2
CUST01024,36-45,M,KENYA,Corporate,CURRENT,TXN000274,19/12/2024,1415.07,deposit,Internet Banking,Travel,0,999,HIGH,-1,0,,9999,,-1000,532416.44,Late,BR001,Pending,
CUST01015,56-65,,Tanzania,Retail,Current,TXN000298,19/06/2024,3446.34,deposit,mobile app,Travel,,1500,Medium,1,No,FALSE,9999,500k-1M,-1000,430083.21,Current,BR005,Reversed,2.68
CUST01405,46-55,F,Ghana,Retail,Current,TXN000103,03/10/2024,"NGN 1,297.21",Airtime,ATM,Restaurants,0,591,High,0,1,,32,50k-150k,,516935.82,N/A,br007,completed,
CUST01324,65+,M,Egypt,Affluent,Current,TXN000361,18/08/2024,21494.94,Payment,Mobile App,Fuel,0,406,low,3,N,Yes,9999,<50k,-1000,79761.66,Default,br007,Reversed,3.61
CUST01356,36-45,Female,Nigria,Student,savings,TXN000312,01-Mar-24,10442.9,Deposit,Mobile App,Misc,0,1500,Med,-1,Y,Yes,9999,500k-1M,,484348.51,N/A,BR-006,completed,
CUST01125,65+,female,Nigria,SME,Wallet,TXN000079,18/01/2024,2311.87,Airtime,Internet Banking,Misc,0,,Med,0,,,9999,500k-1M,-1000,654705.99,current,BR004,Completed,
CUST01074,65+,male,nigeria,Retail,Wallet,TXN000143,11/11/2024,912.63,Airtime,ATM,Groceries,1,1500,Med,3,,,55,150k-500k,-1000,311109.33,Late,BR005,Reversed,-2
CUST01064,65+,F,Rwanda,Affluent,Fixed Deposit,TXN000294,26/11/2024,5197.51,Airtime,ATM,Fuel,No,,Medium,-1,0,,,50k-150k,259446.18,257458.51,N/A,br007,Failed,600
CUST01361,65+,Male,Rwanda,Student,Wallet,TXN000422,01/03/2024,1494.48,WITHDRAWAL,POS,Education,0,843,Med,0,0,TRUE,45,150k-500k,-1000,353317.45,LATE,BR004,Failed,-2
CUST01174,56-65,female,Tanzania,Corporate,CURRENT,TXN000139,16/03/2024,6784.1,Withdrawal,mobile app,Utilities,Yes,-50,High,,0,TRUE,,>1M,-1000,177397.69,Late,BR002,Completed,-2
CUST01050,18-25,Female,GHANA,Retail,Savings,TXN000553,25-Feb-24,740.61,WITHDRAWAL,USSD,Telecom,0,1500,Low,2,No,No,23,500k-1M,,247593.94,Default,BR001,completed,4.38
CUST01057,46-55,Male,Rwanda,Corporate,CURRENT,TXN000460,02/06/2024,29.13,Withdrawal,Branch,Telecom,,709,HIGH,1,Y,Yes,9999,<50k,-1000,67561.18,Late,BR005,Failed,600
CUST01226,18-25,male,SOUTH AFRICA,Student,Current,TXN000533,15/02/2024,NGN 624.35,deposit,ATM,Travel,No,,HIGH,0,No,TRUE,,150k-500k,-1000,232543.05,Default,BR004,Completed,600
CUST01376,46-55,male,Egypt,Corporate,Current,TXN000257,02-Sep-24,-400.52,Airtime,Internet Banking,Retail,Yes,,Medium,1,1,,9999,>1M,404926.48,202925.51,N/A,BR003,Reversed,-2
CUST01109,46-55,,Rwanda,Corporate,CURRENT,TXN000240,02/12/2024,4791.07,Deposit,POS,Education,,,Low,2,N,No,32,500k-1M,,98892.32,Default,BR004,completed,
CUST01291,26-35,F,Ghana,Student,savings,TXN000598,28/09/2024,2959.59,Deposit,Internet Banking,Telecom,0,478,Low,1,1,FALSE,9999,150k-500k,-1000,472506.17,Current,BR005,Failed,-2
CUST01348,36-45,male,Rwanda,Corporate,Wallet,TXN000386,15/02/2024,2265.03,Payment,mobile app,Telecom,0,,Low,0,1,,,150k-500k,,534028.42,N/A,BR001,completed,600
CUST01249,46-55,F,Rwanda,Retail,Fixed Deposit,TXN000503,21/06/2024,2284.48,Transfer,mobile app,,,799,Low,0,Yes,TRUE,,>1M,303908.83,188121.94,Late,BR005,Pending,
CUST01317,26-35,,Egypt,Student,Fixed Deposit,TXN000037,27/05/2024,3958.11,Withdrawal,USSD,Education,Yes,999,High,0,1,TRUE,46,,,261375.3,Default,br007,Completed,
CUST01053,,male,Uganda,Student,Fixed Deposit,TXN000141,21/09/2024,2805.61,Withdrawal,Branch,Fuel,No,999,HIGH,1,Y,FALSE,51,,-1000,560011.43,Default,BR-006,Pending,-2
CUST01344,,F,Ghana,Retail,savings,TXN000142,05/07/2024,2803.86,Deposit,ATM,Fuel,,630,High,3,N,,9999,50k-150k,-1000,598294.98,Default,BR-006,Pending,-2
CUST01018,,male,EGYPT,Corporate,savings,TXN000497,01/26/2024,1635.69,Withdrawal,Mobile App,Fuel,,1500,Low,0,Y,TRUE,35,50k-150k,,66644.9,Default,BR001,Failed,3.65
CUST01270,18-25,,Ghana,,Wallet,TXN000078,08/01/2024,7202.92,Withdrawal,Mobile App,Utilities,No,1500,HIGH,3,N,No,,<50k,,150784.36,N/A,BR005,Completed,7.01
CUST01190,56-65,Male,TZ,Student,Fixed Deposit,TXN000164,25/11/2024,9135.89,Withdrawal,atm,Utilities,0,1500,Med,-1,1,TRUE,25,>1M,375084.69,43318.54,N/A,BR003,Completed,600
CUST01214,56-65,female,RSA,,Savings,TXN000020,05/07/2024,990.88,WITHDRAWAL,atm,Telecom,,1500,Low,,0,FALSE,46,150k-500k,420252.83,784577.58,N/A,BR003,Failed,600
CUST01049,46-55,F,Tanzania,Retail,Savings,TXN000237,16/01/2024,51.93,Transfer,USSD,Restaurants,No,1500,Medium,1,No,Yes,13,500k-1M,251691.45,636085.39,current,BR005,Pending,4.51
CUST01230,65+,,S. Africa,SME,CURRENT,TXN000526,13/05/2024,2610.83,Transfer,atm,Misc,0,1500,High,0,1,,,150k-500k,,479857.43,current,BR005,Pending,3.4
CUST01322,56-65,Male,KENYA,Student,Wallet,TXN000263,22/08/2024,"NGN 2,526.10",deposit,USSD,Restaurants,0,999,High,0,0,TRUE,53,>1M,,454828.55,Current,br007,completed,4.45
CUST01088,36-45,F,kenya,,CURRENT,TXN000205,27/04/2024,10686.68,Withdrawal,ATM,Telecom,Yes,798,Med,1,1,Yes,,50k-150k,,55686.11,N/A,BR005,Pending,600
CUST01292,26-35,male,South Africa,Retail,Current,TXN000498,01/02/2024,,Payment,Branch,Fuel,1,999,Low,0,1,FALSE,,,393065.82,490052.15,Current,BR004,Pending,
CUST01076,26-35,female,Nigeria,Student,savings,TXN000402,14/12/2024,3756.58,Airtime,Mobile App,Healthcare,,-50,Low,0,N,,9999,>1M,,610089.47,N/A,BR-006,completed,5.23
CUST01154,,F,NIGERIA,Retail,Savings,TXN000026,19/02/2024,1282.54,deposit,ATM,Telecom,Yes,,Medium,0,,Yes,,>1M,,272564.75,Default,BR001,Failed,-2
CUST01287,36-45,,Tanzania,Student,Fixed Deposit,TXN000044,19/05/2024,2116.02,Withdrawal,mobile app,Healthcare,0,733,HIGH,3,Y,TRUE,9999,>1M,253706.27,525389.04,LATE,BR-006,completed,1.87
CUST01280,65+,Female,Rwanda,Student,savings,TXN000576,24/11/2024,8496.22,Transfer,mobile app,Retail,0,1500,Medium,3,0,Yes,,<50k,-1000,52424.44,Late,BR004,Failed,-2
CUST01070,,F,Ghana,SME,Wallet,TXN000190,20/01/2024,1026.15,deposit,mobile app,Restaurants,No,999,low,0,0,No,48,>1M,,693703.2,LATE,BR005,completed,-2
CUST01041,,Female,RSA,Corporate,CURRENT,TXN000313,13/12/2024,725.24,deposit,USSD,Groceries,No,-50,Medium,3,Y,FALSE,9999,500k-1M,434708.98,508944.2,Current,BR001,Completed,-2
CUST01198,46-55,female,Uganda,SME,savings,TXN000095,16/03/2024,1710.38,deposit,Internet Banking,Healthcare,1,999,Medium,,No,TRUE,7,500k-1M,152690,298644.86,Default,BR002,Failed,600
CUST01052,65+,male,Egypt,Retail,Wallet,TXN000345,08/02/2024,2866.01,Deposit,USSD,Restaurants,0,445,Low,0,No,FALSE,24,>1M,,180707.51,Default,BR001,Pending,600
CUST01377,36-45,Female,nigeria,Corporate,Current,TXN000320,05/08/2024,255.53,Airtime,USSD,Telecom,,1500,Med,-1,Y,No,9999,,300808.82,85268.74,LATE,BR001,completed,600
CUST01006,36-45,,RSA,Affluent,Fixed Deposit,TXN000165,05/10/2024,3479.62,Airtime,Branch,Utilities,0,,Med,0,Y,FALSE,,150k-500k,,339154.3,Late,BR005,Reversed,-2
CUST01064,46-55,,NIGERIA,Student,CURRENT,TXN000538,13/05/2024,305.01,Withdrawal,Internet Banking,Groceries,No,605,Medium,2,N,TRUE,23,500k-1M,157272.59,600249.1,Default,BR004,Reversed,
CUST01006,65+,Female,GHANA,Retail,Current,TXN000265,21/03/2024,2465.95,Withdrawal,mobile app,Misc,,999,HIGH,,0,FALSE,,50k-150k,43817.57,11100.73,Current,BR003,Reversed,0.98
CUST01003,46-55,M,TZ,,Fixed Deposit,TXN000435,18/01/2024,880.66,Transfer,Internet Banking,Retail,0,1500,High,2,Y,Yes,,500k-1M,230125.36,711332.75,Current,BR004,Pending,-2
CUST01040,36-45,female,EGYPT,Affluent,Wallet,TXN000535,04/01/2024,645.51,WITHDRAWAL,Branch,,0,999,Med,0,N,TRUE,9999,<50k,33389.45,496755.72,Current,br007,Completed,
CUST01157,,M,Rwanda,Student,savings,TXN000527,08/06/2024,1951.65,Airtime,Branch,Restaurants,,1500,High,0,0,FALSE,9999,50k-150k,-1000,50347.5,Default,BR005,Reversed,-2
CUST01183,56-65,Male,Ghana,Retail,Wallet,TXN000304,12/04/2024,5012.82,Withdrawal,Branch,Utilities,Yes,,Low,,Yes,,9999,500k-1M,358205.22,312494.71,Current,BR001,Pending,2.54
CUST01084,36-45,M,Nigeria,Retail,savings,TXN000540,25/08/2024,631.01,Payment,mobile app,Healthcare,0,576,Low,3,No,,23,,,638808.94,current,BR-006,completed,-2
CUST01014,36-45,Female,Uganda,Student,Current,TXN000507,04/01/2024,1839.46,Deposit,POS,Healthcare,No,1500,low,3,No,,,150k-500k,,364754.59,Late,BR003,Reversed,600
CUST01338,26-35,male,EGYPT,Corporate,Fixed Deposit,TXN000145,25/04/2024,6240.84,Airtime,atm,Healthcare,0,999,Med,0,1,Yes,9999,<50k,-1000,429628.76,Current,BR-006,Pending,
CUST01405,56-65,F,Ghana,Corporate,Wallet,TXN000277,27/12/2024,6126.07,Airtime,Internet Banking,Telecom,0,999,HIGH,0,,FALSE,0,,273768.65,696341.23,N/A,br007,Reversed,-2
CUST01380,18-25,F,RSA,,savings,TXN000459,14/06/2024,201.87,Withdrawal,Branch,Utilities,No,,HIGH,3,,Yes,5,150k-500k,-1000,579614.67,N/A,BR003,completed,
CUST01138,65+,M,EGYPT,Retail,savings,TXN000397,20/01/2024,1429.06,WITHDRAWAL,POS,Retail,No,999,HIGH,2,Yes,FALSE,,50k-150k,22207.78,303461.58,Current,BR003,completed,5.31
CUST01045,56-65,Female,kenya,Affluent,Savings,TXN000184,04/07/2024,2134.89,deposit,POS,Telecom,,999,Med,3,0,Yes,,<50k,,492976.8,Current,BR-006,Completed,600
CUST01072,65+,female,Egypt,Student,CURRENT,TXN000202,15/12/2024,751.47,Airtime,POS,Retail,Yes,-50,High,0,No,Yes,9999,50k-150k,,43039.9,LATE,br007,completed,
CUST01015,18-25,M,Nigeria,Affluent,CURRENT,TXN000513,04/01/2024,11733.82,Transfer,Internet Banking,Retail,No,1500,low,,1,No,6,50k-150k,-1000,152628.36,Current,BR-006,Completed,-2
CUST01144,36-45,Male,Uganda,Student,CURRENT,TXN000051,10/06/2024,5957.12,deposit,mobile app,Telecom,1,999,HIGH,1,Yes,,,,-1000,681253.01,Current,BR003,completed,
CUST01385,,F,Tanzania,SME,Fixed Deposit,TXN000473,08/12/2024,7450.1,Transfer,atm,Restaurants,0,999,Medium,1,,TRUE,9999,50k-150k,,250339.48,Default,BR001,Completed,
CUST01061,,male,S. Africa,Retail,Wallet,TXN000561,15/04/2024,4966.26,Withdrawal,Internet Banking,Misc,1,555,Low,,N,No,,150k-500k,-1000,2254.13,Default,BR004,Reversed,1.76
CUST01148,18-25,male,Egypt,SME,Wallet,TXN000494,05/01/2024,6484.75,Payment,atm,Travel,No,,low,0,1,,26,50k-150k,-1000,375654.14,Current,BR005,Pending,
CUST01069,18-25,,S. Africa,Student,Wallet,TXN000385,10/02/2024,1431.8,Payment,atm,Telecom,0,1500,Medium,0,Yes,Yes,9999,>1M,-1000,77490.91,Default,br007,completed,600
CUST01371,18-25,male,EGYPT,SME,CURRENT,TXN000283,10/16/2024,947.2,Deposit,ATM,Misc,0,999,Medium,-1,0,FALSE,17,500k-1M,,273303.84,current,BR-006,Reversed,-2
CUST01382,18-25,,EGYPT,Student,CURRENT,TXN000476,04/06/2024,6506.87,WITHDRAWAL,Branch,Restaurants,0,999,Med,1,1,TRUE,9999,,-1000,197516.29,LATE,BR005,Failed,
CUST01165,65+,female,Tanzania,Retail,Savings,TXN000359,14/04/2024,652.46,deposit,Internet Banking,,,1500,low,0,,FALSE,9999,50k-150k,,754659,Default,BR002,Failed,600
CUST01395,36-45,Female,Ghana,Affluent,Fixed Deposit,TXN000458,25/04/2024,1475460,Transfer,ATM,Telecom,0,-50,low,-1,No,,22,<50k,,742772.4,N/A,BR001,Reversed,
CUST01365,18-25,Female,Rwanda,Student,CURRENT,TXN000592,25-Feb-24,5178.82,WITHDRAWAL,USSD,Groceries,0,,low,1,Yes,,51,>1M,,579990.53,LATE,BR005,Pending,600
CUST01279,26-35,Female,NIGERIA,Retail,CURRENT,TXN000366,09/03/2024,2950.47,Transfer,atm,Fuel,0,,Low,3,Yes,,32,150k-500k,,91830.77,LATE,BR005,Pending,-2
CUST01282,,Male,Nigria,Retail,Wallet,TXN000575,04/09/2024,217.98,Airtime,ATM,Retail,Yes,-50,Med,3,Y,Yes,9999,,-1000,147813.14,Default,br007,Failed,-2
CUST01016,,Female,SOUTH AFRICA,Retail,Savings,TXN000028,20/05/2024,4909.73,deposit,USSD,Education,0,764,Low,1,,,42,500k-1M,-1000,179847.56,LATE,BR003,Reversed,-2
CUST01222,,Female,Egypt,Student,Fixed Deposit,TXN000589,09/02/2024,6122.52,WITHDRAWAL,Branch,Retail,No,999,low,,Yes,No,9999,>1M,,78602.22,Late,BR002,completed,
CUST01078,36-45,,Ghana,Affluent,Current,TXN000053,15/10/2024,7119.6,Payment,USSD,Travel,0,1500,HIGH,2,Y,No,9999,>1M,-1000,627040.29,N/A,BR002,Failed,
CUST01381,65+,F,Rwanda,Student,CURRENT,TXN000124,07/08/2024,,WITHDRAWAL,mobile app,Education,0,999,HIGH,-1,N,Yes,55,150k-500k,-1000,354488.49,Current,BR005,Failed,-2
CUST01313,26-35,female,Nigeria,Student,Wallet,TXN000196,16/11/2024,3388.62,Payment,Internet Banking,,Yes,841,Medium,,0,,9999,,-1000,678238.38,Default,BR002,Completed,-2
CUST01144,26-35,Female,EGYPT,Retail,Savings,TXN000511,24/02/2024,2860.59,WITHDRAWAL,Branch,Fuel,0,-50,HIGH,1,No,TRUE,,,-1000,228305.38,LATE,BR003,Failed,600
CUST01003,18-25,,Rwanda,SME,Fixed Deposit,TXN000408,12/02/2024,1845.23,WITHDRAWAL,Mobile App,Fuel,0,1500,Med,-1,N,TRUE,58,<50k,358125.45,355524.05,Default,BR002,completed,-2
CUST01200,56-65,Female,Ghana,Student,CURRENT,TXN000300,07/05/2024,553.09,Deposit,Internet Banking,Education,0,1500,Low,0,,No,,500k-1M,-1000,379824.02,current,br007,Failed,-2
CUST01019,26-35,male,nigeria,Affluent,CURRENT,TXN000073,01/03/2024,3356.97,deposit,POS,Retail,Yes,999,HIGH,,1,,31,,,218269.67,Late,BR002,completed,-2
CUST01078,,M,Nigeria,,Savings,TXN000364,21/03/2024,,Deposit,Mobile App,Utilities,,1500,low,0,No,No,19,>1M,267708.61,581050.1,Current,BR001,Failed,600
CUST01259,26-35,Female,Kenya,Affluent,savings,TXN000541,14/03/2024,10809.12,Airtime,USSD,Fuel,0,999,Low,0,,No,9999,<50k,,176190.04,Late,br007,Completed,0.45
CUST01244,26-35,male,Egypt,Retail,savings,TXN000377,19/08/2024,746.44,Deposit,atm,Fuel,,,low,2,No,Yes,,<50k,213961.27,142012.04,Current,br007,Completed,2.18
CUST01025,,F,KENYA,Student,Savings,TXN000195,04/03/2024,20291.22,deposit,USSD,Restaurants,0,-50,HIGH,2,0,,23,500k-1M,,258257.48,current,BR002,Failed,7.19
CUST01111,18-25,male,Egypt,Corporate,Current,TXN000381,2024-13-45,218.64,Airtime,Mobile App,Retail,0,999,Medium,0,Y,No,,<50k,-1000,532260.8,N/A,BR003,Failed,
